ISTAT,Provincia,Comune,CC,Titolare,Indirizzo,Settore_merc_non_alim,Sup_alimentari,Sup_non_alimentari,Sup_Totale,Anno
17029,BS,Brescia,SI,SMA,"VIA VALCAMONICA, 17",,2300.00,6037.00,8337.00,2013
17029,BS,Brescia,NO,ALPEDIL IMMOBILIARE SRL,"C.SO G.  MAMELI, 19",A,2505.00,80.00,2585.00,2014
17029,BS,Brescia,NO,CARNEVALI SPA,VIA CEFALONIA 77,A,0.00,3420.00,3420.00,2014
17029,BS,Brescia,NO,CISALFA SPORT SPA,VIA DALMAZIA 90,,180.00,3419.00,3599.00,2014
17029,BS,Brescia,NO,ESSELUNGA,"VIA  VOLTA, 54",,1300.00,1620.00,2920.00,2014
17029,BS,Brescia,NO,ESSELUNGA SPA,"VIA MILANO, 50",,1710.00,1140.00,2850.00,2014
17029,BS,Brescia,NO,FINSIBI SPAL,VIA DALMAZIA 90,,0.00,6227.00,6227.00,2014
17029,BS,Brescia,NO,GRUPPO COIN SPA,"CORSO MAGENTA, 2",A,249.00,4498.00,4747.00,2014
17029,BS,Brescia,NO,LEROY MERLIN ITALIA SRL,"VIA GENOVA, 93",D,0.00,6500.00,6500.00,2014
17029,BS,Brescia,NO,SMA SPA,"VIA SAN ZENO, 76",,1100.00,1472.00,2572.00,2014
17029,BS,Brescia,NO,SOCIETA' COOPERATIVA DI CONSUMATORI COOP - LOMBARDIA ARL,"VIA CORSICA, 204",,2426.00,524.00,2950.00,2014
17029,BS,Brescia,SI,BENNET SPA,VIA GENOVA 76,,2500.00,2800.00,5300.00,2014
17029,BS,Brescia,SI,FRECCIA ROSSA SHOPPING CENTRE SRL,VIALE ITALIA 31,,1850.00,13122.00,14972.00,2014
17029,BS,Brescia,SI,ITALMARK SPA,"VIALE S. EUFEMIA, 108/E",,4000.00,5178.00,9178.00,2014
17029,BS,Brescia,SI,LONATI SPA,VIALE S.EUFEMIA ANGOLO VIA SERENISSIMA,,1000.00,13950.00,14950.00,2014
17029,BS,Brescia,SI,NUOVI ASSETTI URBANI SPA,"COMPARTO A) SANNAZZARO  (AREA EX MAGAZZINI GENERALI) - AREA RICOMPRESA FRA LA VIA DALMAZIA, VIA SALGARI, VIA CORSICA E VIA DON BOSCO",,4100.00,7500.00,11600.00,2014
17029,BS,Brescia,SI,SMA,"VIA VALCAMONICA, 17",,2300.00,6037.00,8337.00,2014
17029,BS,Brescia,SI,BENNET SPA,VIA GENOVA 76,,2500.00,2800.00,5300.00,2015
17029,BS,Brescia,SI,ITALMARK SPA,"VIALE S. EUFEMIA, 108/E",,4000.00,5178.00,9178.00,2015
17029,BS,Brescia,SI,SMA,"VIA VALCAMONICA, 17",,2300.00,6037.00,8337.00,2015
17029,BS,Brescia,SI,FRECCIA ROSSA SHOPPING CENTRE SRL,VIALE ITALIA 31,,1850.00,13122.00,14972.00,2015
17029,BS,Brescia,SI,NUOVI ASSETTI URBANI SPA,"COMPARTO A) SANNAZZARO  (AREA EX MAGAZZINI GENERALI) - AREA RICOMPRESA FRA LA VIA DALMAZIA, VIA SALGARI, VIA CORSICA E VIA DON BOSCO",,4100.00,7500.00,11600.00,2015
17029,BS,Brescia,SI,LONATI SPA,VIALE S.EUFEMIA ANGOLO VIA SERENISSIMA,,1000.00,13950.00,14950.00,2015
17029,BS,Brescia,SI,TRIUMPLINA 43 SPA,VIA TRIUMPLINA 43,,3060.00,6935.00,9995.00,2015
17029,BS,Brescia,NO,CARNEVALI SPA,VIA CEFALONIA 77,A,0.00,3420.00,3420.00,2015
17029,BS,Brescia,NO,SOCIETA' COOPERATIVA DI CONSUMATORI COOP - LOMBARDIA ARL,"VIA CORSICA, 204",,2426.00,524.00,2950.00,2015
17029,BS,Brescia,NO,ESSELUNGA,"VIA  VOLTA, 54",,1300.00,1620.00,2920.00,2015
17029,BS,Brescia,NO,ESSELUNGA SPA,"VIA MILANO, 50",,1710.00,1140.00,2850.00,2015
17029,BS,Brescia,NO,GRUPPO COIN SPA,"CORSO MAGENTA, 2",A,249.00,4498.00,4747.00,2015
17029,BS,Brescia,NO,LEROY MERLIN ITALIA SRL,"VIA GENOVA, 93",D,0.00,6500.00,6500.00,2015
17029,BS,Brescia,NO,SMA SPA,"VIA SAN ZENO, 76",,1100.00,1472.00,2572.00,2015
17029,BS,Brescia,NO,CISALFA SPORT SPA,VIA DALMAZIA 90,,180.00,3419.00,3599.00,2015
17029,BS,Brescia,SI,BENNET SPA,VIA GENOVA 76,,2500.00,2800.00,5300.00,2016
17029,BS,Brescia,SI,ITALMARK SPA,"VIALE S. EUFEMIA, 108/E",,4000.00,5178.00,9178.00,2016
17029,BS,Brescia,SI,SMA,"VIA VALCAMONICA, 17",,2300.00,6037.00,8337.00,2016
17029,BS,Brescia,SI,FRECCIA ROSSA SHOPPING CENTRE SRL,VIALE ITALIA 31,,1850.00,13122.00,14972.00,2016
17029,BS,Brescia,SI,COOP LOMBARDIA SOC COOPERATIVA A RL,"COMPARTO A) SANNAZZARO  (AREA EX MAGAZZINI GENERALI) - AREA RICOMPRESA FRA LA VIA DALMAZIA, VIA SALGARI, VIA CORSICA E VIA DON BOSCO",,4100.00,7500.00,11600.00,2016
17029,BS,Brescia,SI,LONATI SPA,VIALE S.EUFEMIA ANGOLO VIA SERENISSIMA,,1000.00,13950.00,14950.00,2016
17029,BS,Brescia,SI,TRIUMPLINA 43 SPA,VIA TRIUMPLINA 43,,3060.00,6935.00,9995.00,2016
17029,BS,Brescia,NO,CARNEVALI SPA,VIA CEFALONIA 77,A,0.00,3420.00,3420.00,2016
17029,BS,Brescia,NO,SOCIETA' COOPERATIVA DI CONSUMATORI COOP - LOMBARDIA ARL,"VIA CORSICA, 204",,2426.00,524.00,2950.00,2016
17029,BS,Brescia,NO,ESSELUNGA,"VIA  VOLTA, 54",,1300.00,1620.00,2920.00,2016
17029,BS,Brescia,NO,ESSELUNGA SPA,"VIA MILANO, 50",,1710.00,1140.00,2850.00,2016
17029,BS,Brescia,NO,GRUPPO COIN SPA,"CORSO MAGENTA, 2",A,249.00,4498.00,4747.00,2016
17029,BS,Brescia,NO,LEROY MERLIN ITALIA SRL,"VIA GENOVA, 93",D,0.00,6500.00,6500.00,2016
17029,BS,Brescia,NO,SMA SPA,"VIA SAN ZENO, 76",,1100.00,1472.00,2572.00,2016
17029,BS,Brescia,NO,CISALFA SPORT SPA,VIA DALMAZIA 90,,180.00,3419.00,3599.00,2016
17029,BS,Brescia,SI,COOP LOMBARDIA SOC COOPERATIVA A RL,"COMPARTO A) SANNAZZARO  (AREA EX MAGAZZINI GENERALI) - AREA RICOMPRESA FRA LA VIA DALMAZIA, VIA SALG",,4100.00,7500.00,11600.00,2017
17029,BS,Brescia,SI,TRIUMPLINA 43 SPA,VIA TRIUMPLINA 43,,3060.00,6935.00,9995.00,2017
17029,BS,Brescia,SI,LONATI SPA,VIALE S.EUFEMIA ANGOLO VIA SERENISSIMA,,1000.00,13950.00,14950.00,2017
17029,BS,Brescia,SI,BENNET SPA,VIA GENOVA 76,,2500.00,2800.00,5300.00,2017
17029,BS,Brescia,SI,FRECCIA ROSSA SHOPPING CENTRE SRL,VIALE ITALIA 31,,1850.00,13122.00,14972.00,2017
17029,BS,Brescia,SI,SMA,"VIA VALCAMONICA, 17",,2300.00,6037.00,8337.00,2017
17029,BS,Brescia,SI,ITALMARK SPA,"VIALE S. EUFEMIA, 108/E",,4000.00,5178.00,9178.00,2017
17029,BS,Brescia,NO,COIN SRL,"CORSO MAGENTA, 2",,249.00,4498.00,4747.00,2017
17029,BS,Brescia,NO,LEROY MERLIN ITALIA SRL,"VIA GENOVA, 93",D,0.00,6500.00,6500.00,2017
17029,BS,Brescia,NO,CISALFA SPORT SPA,VIA DALMAZIA 90,,180.00,3419.00,3599.00,2017
17029,BS,Brescia,NO,ESSELUNGA SPA,"VIA MILANO, 50",,1710.00,1140.00,2850.00,2017
17029,BS,Brescia,NO,SMA SPA,"VIA SAN ZENO, 76",,1100.00,1472.00,2572.00,2017
17029,BS,Brescia,NO,CARNEVALI SPA,VIA CEFALONIA 77,A,0.00,3420.00,3420.00,2017
17029,BS,Brescia,NO,SOCIETA' COOPERATIVA DI CONSUMATORI COOP - LOMBARDIA ARL,"VIA CORSICA, 204",,2426.00,524.00,2950.00,2017
17029,BS,Brescia,NO,ESSELUNGA,"VIA  VOLTA, 54",,1300.00,1620.00,2920.00,2017
17029,BS,Brescia,SI,FRECCIA ROSSA SHOPPING CENTRE SRL,VIALE ITALIA 31,,1850.00,13122.00,14972.00,2018
17029,BS,Brescia,NO,CARNEVALI SPA,VIA CEFALONIA 77,A,0.00,3420.00,3420.00,2018
17029,BS,Brescia,SI,BENNET SPA,VIA GENOVA 76,,2500.00,2800.00,5300.00,2018
17029,BS,Brescia,SI,SMA,"VIA VALCAMONICA, 17",,2300.00,6037.00,8337.00,2018
17029,BS,Brescia,SI,ITALMARK SPA,"VIALE S. EUFEMIA, 108/E",,4000.00,5178.00,9178.00,2018
17029,BS,Brescia,SI,TRIUMPLINA 43 SPA,VIA TRIUMPLINA 43,,3060.00,6935.00,9995.00,2018
17029,BS,Brescia,SI,LONATI SPA,VIALE S.EUFEMIA ANGOLO VIA SERENISSIMA,,1000.00,13950.00,14950.00,2018
17029,BS,Brescia,SI,COOP LOMBARDIA SOC COOPERATIVA A RL,"COMPARTO A) SANNAZZARO  (AREA EX MAGAZZINI GENERALI) - AREA RICOMPRESA FRA LA VIA DALMAZIA, VIA SALG",,4100.00,7500.00,11600.00,2018
17029,BS,Brescia,NO,COIN SRL,"CORSO MAGENTA, 2",,249.00,4498.00,4747.00,2018
17029,BS,Brescia,NO,ESSELUNGA,"VIA  VOLTA, 54",,1300.00,1620.00,2920.00,2018
17029,BS,Brescia,NO,ESSELUNGA SPA,"VIA MILANO, 50",,1710.00,1140.00,2850.00,2018
17029,BS,Brescia,NO,LEROY MERLIN ITALIA SRL,"VIA GENOVA, 93",D,0.00,6500.00,6500.00,2018
17029,BS,Brescia,NO,SMA SPA,"VIA SAN ZENO, 76",,1100.00,1472.00,2572.00,2018
17029,BS,Brescia,NO,SOCIETA' COOPERATIVA DI CONSUMATORI COOP - LOMBARDIA ARL,"VIA CORSICA, 204",,2426.00,524.00,2950.00,2018
17029,BS,Brescia,NO,CISALFA SPORT SPA,VIA DALMAZIA 90,,180.00,3419.00,3599.00,2018
17029,BS,Brescia,NO,COIN SRL,"CORSO MAGENTA, 2",,249.00,4498.00,4747.00,2019
17029,BS,Brescia,NO,ESSELUNGA,"VIA  VOLTA, 54",,1300.00,1620.00,2920.00,2019
17029,BS,Brescia,NO,CARNEVALI SPA,VIA CEFALONIA 77,A,0.00,3420.00,3420.00,2019
17029,BS,Brescia,NO,SOCIETA' COOPERATIVA DI CONSUMATORI COOP - LOMBARDIA ARL,"VIA CORSICA, 204",,2426.00,524.00,2950.00,2019
17029,BS,Brescia,NO,CISALFA SPORT SPA,VIA DALMAZIA 90,,180.00,3419.00,3599.00,2019
17029,BS,Brescia,SI,BENNET SPA,VIA GENOVA 76,,2500.00,2800.00,5300.00,2019
17029,BS,Brescia,NO,LEROY MERLIN ITALIA SRL,"VIA GENOVA, 93",D,0.00,6500.00,6500.00,2019
17029,BS,Brescia,NO,ESSELUNGA SPA,"VIA MILANO, 50",,1710.00,1140.00,2850.00,2019
17029,BS,Brescia,NO,SMA SPA,"VIA SAN ZENO, 76",,1100.00,1472.00,2572.00,2019
17029,BS,Brescia,SI,COOP LOMBARDIA SOC COOPERATIVA A RL,VIA SORELLE AMBROSETTI 10,,4100.00,7500.00,11600.00,2019
17029,BS,Brescia,SI,TRIUMPLINA 43 SPA,VIA TRIUMPLINA 43,,3060.00,6935.00,9995.00,2019
17029,BS,Brescia,SI,SMA,"VIA VALCAMONICA, 17",,2300.00,6037.00,8337.00,2019
17029,BS,Brescia,SI,FRECCIA ROSSA SHOPPING CENTRE SRL,VIALE ITALIA 31,,1850.00,13122.00,14972.00,2019
17029,BS,Brescia,SI,ITALMARK SPA,"VIALE S. EUFEMIA, 108/E",,4000.00,5178.00,9178.00,2019
17029,BS,Brescia,SI,LONATI SPA,VIALE S.EUFEMIA ANGOLO VIA SERENISSIMA,,1000.00,13950.00,14950.00,2019
17029,BS,Brescia,SI,BENNET SPA,VIA GENOVA 76,,2500.00,2800.00,5300.00,2020
17029,BS,Brescia,SI,ITALMARK SRL,"VIALE S. EUFEMIA, 108/E",,4000.00,5178.00,9178.00,2020
17029,BS,Brescia,SI,SMA,"VIA VALCAMONICA, 17",,2300.00,6037.00,8337.00,2020
17029,BS,Brescia,SI,FRECCIA ROSSA SHOPPING CENTRE SRL,VIALE ITALIA 31,,1850.00,13122.00,14972.00,2020
17029,BS,Brescia,SI,COOP LOMBARDIA SOC COOPERATIVA A RL,VIA SORELLE AMBROSETTI 10,,4100.00,7500.00,11600.00,2020
17029,BS,Brescia,SI,LONATI SPA,VIALE S.EUFEMIA ANGOLO VIA SERENISSIMA,,150.00,12350.00,12500.00,2020
17029,BS,Brescia,SI,TRIUMPLINA 43 SPA,VIA TRIUMPLINA 43,,3060.00,6935.00,9995.00,2020
17029,BS,Brescia,SI,COOP LOMBARDIA SOC COOPERATIVA A RL,VIA CORSICA/VIA SALGARI,,0.00,6645.00,6645.00,2020
17029,BS,Brescia,SI,F.LLI LOMBARDI SPA,VIA GIORGIONE N. 7,,2800.00,6200.00,9000.00,2020
17029,BS,Brescia,NO,CWX SNC DI WENXU CHEN E C,VIA CEFALONIA 77,A,0.00,3420.00,3420.00,2020
17029,BS,Brescia,NO,ESSELUNGA,"VIA  VOLTA, 54",,1300.00,1620.00,2920.00,2020
17029,BS,Brescia,NO,ESSELUNGA SPA,"VIA MILANO, 50",,1710.00,1140.00,2850.00,2020
17029,BS,Brescia,NO,COIN SRL,"CORSO MAGENTA, 2",,249.00,4498.00,4747.00,2020
17029,BS,Brescia,NO,LEROY MERLIN ITALIA SRL,"VIA GENOVA, 93",D,0.00,6500.00,6500.00,2020
17029,BS,Brescia,NO,FORTY SRL,"VIA SAN ZENO, 76",,1100.00,1472.00,2572.00,2020
17029,BS,Brescia,NO,CISALFA SPORT SPA,VIA DALMAZIA 90,,180.00,3419.00,3599.00,2020
17029,BS,Brescia,NO,COIN SRL,"CORSO MAGENTA, 2",,249.00,4498.00,4747.00,2021
17029,BS,Brescia,NO,ESSELUNGA,"VIA  VOLTA, 54",,1300.00,1620.00,2920.00,2021
17029,BS,Brescia,NO,CWX SNC DI WENE ZHENG E C,VIA CEFALONIA 77,A,0.00,3420.00,3420.00,2021
17029,BS,Brescia,SI,COOP LOMBARDIA SOC COOPERATIVA A RL,VIA CORSICA/VIA SALGARI,,0.00,6645.00,6645.00,2021
17029,BS,Brescia,NO,CISALFA SPORT SPA,VIA DALMAZIA 90,,180.00,3419.00,3599.00,2021
17029,BS,Brescia,SI,BENNET SPA,VIA GENOVA 76,,2500.00,2800.00,5300.00,2021
17029,BS,Brescia,NO,LEROY MERLIN ITALIA SRL,"VIA GENOVA, 93",D,0.00,6500.00,6500.00,2021
17029,BS,Brescia,SI,F.LLI LOMBARDI SPA,VIA GIORGIONE N. 7,,2800.00,6200.00,9000.00,2021
17029,BS,Brescia,NO,ESSELUNGA SPA,"VIA MILANO, 50",,1710.00,1140.00,2850.00,2021
17029,BS,Brescia,NO,D&V RETAIL SRL,"VIA SAN ZENO, 76",,1100.00,1472.00,2572.00,2021
17029,BS,Brescia,SI,COOP LOMBARDIA SOC COOPERATIVA A RL,VIA SORELLE AMBROSETTI 10,,4100.00,7500.00,11600.00,2021
17029,BS,Brescia,SI,TRIUMPLINA 43 SPA,VIA TRIUMPLINA 43,,3060.00,6935.00,9995.00,2021
17029,BS,Brescia,SI,MARGHERITA DISTRIBUZIONE SPA E MERCURIO 2 SRL,"VIA VALCAMONICA, 17",,2300.00,6037.00,8337.00,2021
17029,BS,Brescia,SI,FRECCIA ROSSA SHOPPING CENTRE SRL,VIALE ITALIA 31,,2500.00,12472.00,14972.00,2021
17029,BS,Brescia,SI,ITALMARK SRL,"VIALE S. EUFEMIA, 108/E",,4000.00,5178.00,9178.00,2021
17029,BS,Brescia,SI,LONATI SPA,VIALE S.EUFEMIA ANGOLO VIA SERENISSIMA,,150.00,12350.00,12500.00,2021
17029,BS,Brescia,NO,COIN SRL,"CORSO MAGENTA, 2",,249.00,4498.00,4747.00,2022
17029,BS,Brescia,NO,ESSELUNGA,"VIA  VOLTA, 54",,1300.00,1620.00,2920.00,2022
17029,BS,Brescia,NO,CWX SNC DI WENE ZHENG E C,VIA CEFALONIA 77,A,0.00,3420.00,3420.00,2022
17029,BS,Brescia,SI,COOP LOMBARDIA SOC COOPERATIVA A RL,VIA CORSICA/VIA SALGARI,,0.00,6645.00,6645.00,2022
17029,BS,Brescia,NO,CISALFA SPORT SPA,VIA DALMAZIA 90,,180.00,3419.00,3599.00,2022
17029,BS,Brescia,SI,BENNET SPA,VIA GENOVA 76,,2551.00,2749.00,5300.00,2022
17029,BS,Brescia,NO,LEROY MERLIN ITALIA SRL,"VIA GENOVA, 93",D,0.00,6500.00,6500.00,2022
17029,BS,Brescia,SI,RHO PLUS -FONDO DI INVESTIMENTO ALTERNATIVO IMM.,VIA GIORGIONE N. 7,,2800.00,6200.00,9000.00,2022
17029,BS,Brescia,NO,ESSELUNGA SPA,"VIA MILANO, 50",,1710.00,1140.00,2850.00,2022
17029,BS,Brescia,NO,D&V RETAIL SRL,"VIA SAN ZENO, 76",,1100.00,1472.00,2572.00,2022
17029,BS,Brescia,SI,COOP LOMBARDIA SOC COOPERATIVA A RL,VIA SORELLE AMBROSETTI 10,,4100.00,7500.00,11600.00,2022
17029,BS,Brescia,SI,TRIUMPLINA 43 SPA,VIA TRIUMPLINA 43,,3060.00,6935.00,9995.00,2022
17029,BS,Brescia,SI,MARGHERITA DISTRIBUZIONE SPA E MERCURIO 2 SRL,"VIA VALCAMONICA, 17",,2300.00,6037.00,8337.00,2022
17029,BS,Brescia,SI,FRECCIA ROSSA SHOPPING CENTRE SRL,VIALE ITALIA 31,,2500.00,12472.00,14972.00,2022
17029,BS,Brescia,SI,ITALMARK SRL,"VIALE S. EUFEMIA, 108/E",,4000.00,5178.00,9178.00,2022
17029,BS,Brescia,SI,LONATI SPA,VIALE S.EUFEMIA ANGOLO VIA SERENISSIMA,,150.00,12350.00,12500.00,2022
17029,BS,Brescia,NO,COIN SPA,"CORSO MAGENTA, 2",,249.00,4498.00,4747.00,2023
17029,BS,Brescia,NO,ESSELUNGA,"VIA  VOLTA, 54",,1300.00,1620.00,2920.00,2023
17029,BS,Brescia,NO,CWX SNC DI WENE ZHENG E C,VIA CEFALONIA 77,A,0.00,3420.00,3420.00,2023
17029,BS,Brescia,SI,COOP LOMBARDIA SOC COOPERATIVA A RL,VIA CORSICA/VIA SALGARI,,0.00,6645.00,6645.00,2023
17029,BS,Brescia,NO,CISALFA SPORT SPA,VIA DALMAZIA 90,,180.00,3419.00,3599.00,2023
17029,BS,Brescia,SI,BENNET SPA,VIA GENOVA 76,,2551.00,2749.00,5300.00,2023
17029,BS,Brescia,NO,LEROY MERLIN ITALIA SRL,"VIA GENOVA, 93",D,0.00,6500.00,6500.00,2023
17029,BS,Brescia,SI,RHO PLUS -FONDO DI INVESTIMENTO ALTERNATIVO IMM.,VIA GIORGIONE N. 7,,2800.00,6200.00,9000.00,2023
17029,BS,Brescia,NO,ESSELUNGA SPA,"VIA MILANO, 50",,1710.00,1140.00,2850.00,2023
17029,BS,Brescia,NO,D&V RETAIL SRL,"VIA SAN ZENO, 76",,1100.00,1472.00,2572.00,2023
17029,BS,Brescia,SI,COOP LOMBARDIA SOC COOPERATIVA A RL,VIA SORELLE AMBROSETTI 10,,4100.00,7500.00,11600.00,2023
17029,BS,Brescia,SI,TRIUMPLINA 43 SPA,VIA TRIUMPLINA 43,,3060.00,6935.00,9995.00,2023
17029,BS,Brescia,SI,MARGHERITA DISTRIBUZIONE SPA E MERCURIO 2 SRL,"VIA VALCAMONICA, 17",,4500.00,3837.00,8337.00,2023
17029,BS,Brescia,SI,FRECCIA ROSSA SHOPPING CENTRE SRL,VIALE ITALIA 31,,2500.00,12472.00,14972.00,2023
17029,BS,Brescia,SI,ITALMARK SRL,"VIALE S. EUFEMIA, 108/E",,4000.00,5178.00,9178.00,2023
17029,BS,Brescia,SI,LONATI SPA,VIALE S.EUFEMIA ANGOLO VIA SERENISSIMA,,150.00,12350.00,12500.00,2023
16233,BG,Verdello,SI,CENTRO COMMERCIALE,VIALE PIEMONTE,,1033.00,7629.00,8662.00,2005
16233,BG,Verdello,SI,CENTRO COMMERCIALE,VIALE PIEMONTE,,1033.00,7629.00,8662.00,2006
16233,BG,Verdello,SI,CENTRO COMMERCIALE,VIALE PIEMONTE,,1033.00,7629.00,8662.00,2007
16233,BG,Verdello,SI,CENTRO COMMERCIALE,VIALE PIEMONTE,,1033.00,7629.00,8662.00,2008
16233,BG,Verdello,SI,CENTRO COMMERCIALE,VIALE PIEMONTE,,1033.00,7629.00,8662.00,2009
16233,BG,Verdello,SI,CENTRO COMMERCIALE,VIALE PIEMONTE,,1033.00,7629.00,8662.00,2010
16233,BG,Verdello,SI,CENTRO COMMERCIALE,VIALE PIEMONTE,,1033.00,7629.00,8662.00,2011
16233,BG,Verdello,SI,CENTRO COMMERCIALE,VIALE PIEMONTE,,1033.00,7629.00,8662.00,2012
16233,BG,Verdello,SI,CENTRO COMMERCIALE,VIALE PIEMONTE,,1033.00,7629.00,8662.00,2013
16233,BG,Verdello,SI,CENTRO COMMERCIALE,VIALE PIEMONTE,,1033.00,7629.00,8662.00,2014
16233,BG,Verdello,SI,CENTRO COMMERCIALE,VIALE PIEMONTE,,1033.00,7629.00,8662.00,2015
16233,BG,Verdello,SI,CENTRO COMMERCIALE,VIALE PIEMONTE,,1033.00,7629.00,8662.00,2016
16233,BG,Verdello,SI,CENTRO COMMERCIALE,VIALE PIEMONTE,,1033.00,7629.00,8662.00,2017
16233,BG,Verdello,SI,CENTRO COMMERCIALE,VIALE PIEMONTE,,1033.00,7629.00,8662.00,2018
16233,BG,Verdello,SI,CENTRO COMMERCIALE,VIALE PIEMONTE,,1033.00,7629.00,8662.00,2019
16233,BG,Verdello,SI,CENTRO COMMERCIALE,VIALE PIEMONTE,,1033.00,7629.00,8662.00,2020
16233,BG,Verdello,SI,CENTRO COMMERCIALE,VIALE PIEMONTE,,1033.00,7629.00,8662.00,2021
16233,BG,Verdello,SI,CENTRO COMMERCIALE,VIALE PIEMONTE,,1033.00,7629.00,8662.00,2022
16233,BG,Verdello,SI,CENTRO COMMERCIALE,VIALE PIEMONTE,,1033.00,7629.00,8662.00,2023
16222,BG,Urgnano,NO,EDIL COFFETTI SRL,"VIA PROVINCIALE, 41",,0.00,1800.00,1800.00,2005
16222,BG,Urgnano,NO,PALAZZO DELLA MODA SRL,"VIA PROVINCIALE, 37",,0.00,1800.00,1800.00,2005
16222,BG,Urgnano,NO,EDIL COFFETTI S.R.L.,"VIA PROVINCIALE, 41",,0.00,1800.00,1800.00,2006
16222,BG,Urgnano,NO,PALAZZO DELLA MODA S.R.L.,"VIA PROVINCIALE, 37",,0.00,1800.00,1800.00,2006
16222,BG,Urgnano,NO,EDIL COFFETTI S.R.L.,"VIA PROVINCIALE, 41",,0.00,1800.00,1800.00,2007
16222,BG,Urgnano,NO,PALAZZO DELLA MODA S.R.L.,"VIA PROVINCIALE, 37",,0.00,1800.00,1800.00,2007
16222,BG,Urgnano,NO,EDIL COFFETTI S.R.L.,"VIA DON FADINI, 31",,0.00,1800.00,1800.00,2008
16222,BG,Urgnano,NO,PALAZZO DELLA MODA S.R.L.,"VIA PROVINCIALE, 1263",A,0.00,1800.00,1800.00,2008
16222,BG,Urgnano,NO,EDIL COFFETTI S.R.L.,"VIA DON FADINI, 31",,0.00,1800.00,1800.00,2009
16222,BG,Urgnano,NO,PALAZZO DELLA MODA S.R.L.,"VIA PROVINCIALE, 1263",A,0.00,1800.00,1800.00,2009
16222,BG,Urgnano,NO,EDIL COFFETTI S.R.L.,"VIA DON FADINI, 31",,0.00,1800.00,1800.00,2010
16222,BG,Urgnano,NO,PALAZZO DELLA MODA S.R.L.,"VIA PROVINCIALE, 1263",A,0.00,1800.00,1800.00,2010
16222,BG,Urgnano,NO,EDIL COFFETTI S.R.L.,"VIA DON FADINI, 31",,0.00,1800.00,1800.00,2011
16222,BG,Urgnano,NO,PALAZZO DELLA MODA S.R.L.,"VIA PROVINCIALE, 1263",A,0.00,1800.00,1800.00,2011
16222,BG,Urgnano,NO,CENTRO COMMERCIALE RAMONDA SPA,"VIA PROVINCIALE, 1263",A,0.00,1800.00,1800.00,2012
16222,BG,Urgnano,NO,EDIL COFFETTI S.R.L.,"VIA DON FADINI, 31",,0.00,1800.00,1800.00,2012
16222,BG,Urgnano,NO,CENTRO COMMERCIALE RAMONDA SPA,"VIA PROVINCIALE, 1263",A,0.00,1800.00,1800.00,2013
16222,BG,Urgnano,NO,EDIL COFFETTI S.R.L.,"VIA DON FADINI, 31",,0.00,1800.00,1800.00,2013
16222,BG,Urgnano,NO,CENTRO COMMERCIALE RAMONDA SPA,"VIA PROVINCIALE, 1263",A,0.00,1800.00,1800.00,2014
16222,BG,Urgnano,NO,EDIL COFFETTI S.R.L.,"VIA DON FADINI, 31",,0.00,1800.00,1800.00,2014
16222,BG,Urgnano,NO,CENTRO COMMERCIALE RAMONDA SPA,"VIA PROVINCIALE, 1263",A,0.00,1800.00,1800.00,2015
16222,BG,Urgnano,NO,EDIL COFFETTI S.R.L.,"VIA DON FADINI, 31",,0.00,1800.00,1800.00,2015
16222,BG,Urgnano,NO,CENTRO COMMERCIALE RAMONDA SPA,"VIA PROVINCIALE, 1263",A,0.00,1800.00,1800.00,2016
16222,BG,Urgnano,NO,EDIL COFFETTI S.R.L.,"VIA DON FADINI, 31",,0.00,1800.00,1800.00,2016
16222,BG,Urgnano,NO,CENTRO COMMERCIALE RAMONDA SPA,"VIA PROVINCIALE, 1263",A,0.00,1800.00,1800.00,2017
16222,BG,Urgnano,NO,EDIL COFFETTI S.R.L.,"VIA DON FADINI, 31",,0.00,1800.00,1800.00,2017
16222,BG,Urgnano,NO,CENTRO COMMERCIALE RAMONDA SPA,"VIA PROVINCIALE, 1263",A,0.00,1800.00,1800.00,2018
16222,BG,Urgnano,NO,EDIL COFFETTI S.R.L.,"VIA DON FADINI, 31",,0.00,1800.00,1800.00,2018
16222,BG,Urgnano,NO,EDIL COFFETTI S.R.L.,"VIA DON FADINI, 31",,0.00,1800.00,1800.00,2019
16222,BG,Urgnano,NO,CENTRO COMMERCIALE RAMONDA SPA,"VIA PROVINCIALE, 1263",A,0.00,1800.00,1800.00,2019
16222,BG,Urgnano,NO,CENTRO COMMERCIALE RAMONDA SPA,"VIA PROVINCIALE, 1263",A,0.00,1800.00,1800.00,2020
16222,BG,Urgnano,NO,EDIL COFFETTI S.R.L.,"VIA DON FADINI, 31",,0.00,1800.00,1800.00,2020
16222,BG,Urgnano,NO,EDIL COFFETTI S.R.L.,"VIA DON FADINI, 31",,0.00,1800.00,1800.00,2021
16222,BG,Urgnano,NO,CENTRO COMMERCIALE RAMONDA SPA,"VIA PROVINCIALE, 1263",A,0.00,1800.00,1800.00,2021
16222,BG,Urgnano,NO,EDIL COFFETTI S.R.L.,"VIA DON FADINI, 31",,0.00,1800.00,1800.00,2022
16222,BG,Urgnano,NO,CENTRO COMMERCIALE RAMONDA SPA,"VIA PROVINCIALE, 1263",A,0.00,1800.00,1800.00,2022
16222,BG,Urgnano,NO,EDIL COFFETTI S.R.L.,"VIA DON FADINI, 31",,0.00,1800.00,1800.00,2023
